시리얼,위도,경도
V02Q1940497,37.5383121,126.9478368
V02Q1940496,37.53877565,127.0597607
V02Q1940495,37.46145538,126.8900188
V02Q1940494,37.58744695,126.9445206
V02Q1940493,37.48706543,126.9420381
V02Q1940492,37.52818658,126.8601068
V02Q1940491,37.568251,127.048139
V02Q1940490,37.545534,126.9410961
V02Q1940489,37.53077062,126.8645921
V02Q1940488,37.5821592,126.9394633
V02Q1940487,37.55886948,126.9590045
V02Q1940486,37.46670274,126.890697
V02Q1940485,37.59923312,126.9163873
V02Q1940484,37.46802677,126.9021912
V02Q1940483,37.46309492,126.9039678
V02Q1940482,37.55148976,127.1330982
V02Q1940481,37.52408281,126.8546531
V02Q1940480,37.53971711,126.8816875
V02Q1940479,37.46764732,126.9074964
V02Q1940478,37.53956346,127.1459335
V02Q1940477,37.6620208,127.0110858
V02Q1940476,37.59234803,126.9065632
V02Q1940475,37.61398913,126.9065555
V02Q1940474,37.46879478,126.8937982
V02Q1940473,37.55680966,127.0199202
V02Q1940472,37.51450508,126.8414257
V02Q1940471,37.56108668,126.8988012
V02Q1940470,37.57800993,126.9350323
V02Q1940469,37.51062672,126.8433947
V02Q1940468,37.48432967,126.9594576
V02Q1940467,37.56348852,126.9091021
V02Q1940466,37.56339663,126.9270326
V02Q1940465,37.46851957,126.9400472
V02Q1940464,37.52032974,126.835739
V02Q1940463,37.57993688,126.9075224
V02Q1940462,37.48937978,126.9223696
V02Q1940461,37.54354866,126.9300676
V02Q1940460,37.54888424,127.0425475
V02Q1940459,37.56451061,126.9116219
V02Q1940458,37.47642155,126.9577757
V02Q1940457,37.47319485,126.931912
V02Q1940456,37.54310205,126.9426921
V02Q1940455,37.54277585,126.881433
V02Q1940454,37.56101387,127.0590525
V02Q1940453,37.53263479,126.8714464
V02Q1940452,37.47889253,126.9444627
V02Q1940451,37.56349354,126.9061479
V02Q1940450,37.56548077,126.9177741
V02Q1940449,37.55579118,126.9059871
V02Q1940448,37.63075938,127.0235503
V02Q1940447,37.52427347,126.8314064
V02Q1940446,37.48043211,126.9532678
V02Q1940445,37.48039207,126.9323552
V02Q1940444,37.4886003,126.9326409
V02Q1940443,37.52068417,126.8738043
V02Q1940442,37.55753805,126.9029616
V02Q1940441,37.55837233,127.0376945
V02Q1940440,37.48169168,126.927561
V02Q1940439,37.55989095,126.9174751
V02Q1940438,37.56239638,126.9705198
V02Q1940437,37.55459762,127.1398279
V02Q1940436,37.56057566,126.9796444
V02Q1940435,37.58351322,126.8942569
V02Q1940434,37.53219906,127.1480905
V02Q1940433,37.49145971,127.0101664
V02Q1940432,37.48657654,126.9100534
V02Q1940431,37.63638945,127.0339636
V02Q1940430,37.5358158,127.1246859
V02Q1940429,37.64201094,127.0110328
V02Q1940428,37.47580636,126.8929078
V02Q1940427,37.49974349,127.0168013
V02Q1940426,37.56802912,126.9073195
V02Q1940425,37.486421,126.9330533
V02Q1940424,37.5101986,126.8589874
V02Q1940423,37.47660064,126.9826391
V02Q1940422,37.56757695,126.9464658
V02Q1940421,37.5630601,127.1784268
V02Q1940420,37.49921389,126.9312596
V02Q1940419,37.59570201,127.0241817
V02Q1940418,37.60987793,127.0175342
V02Q1940417,37.52595923,127.1324933
V02Q1940416,37.54776822,127.0863736
V02Q1940415,37.60394387,127.0357469
V02Q1940414,37.62596558,127.0461778
V02Q1940413,37.5246553,126.8444487
V02Q1940412,37.6002927,126.945827
V02Q1940411,37.53387824,127.091521
V02Q1940410,37.53321895,127.1417954
V02Q1940409,37.63809491,127.0237698
V02Q1940408,37.55738865,127.1300576
V02Q1940407,37.45844386,126.8950891
V02Q1940406,37.60939292,127.004355
V02Q1940405,37.46857802,126.8925761
V02Q1940404,37.65320724,127.0523294
V02Q1940403,37.53430907,127.0819856
V02Q1940402,37.49130895,127.0268046
V02Q1940401,37.61320381,127.0074603
V02Q1940400,37.48927413,127.0178868
V02Q1940399,37.49139149,127.0127403
V02Q1940398,37.46737119,127.0347894
V02Q1940397,37.48773341,126.9646505
V02Q1940396,37.48874836,127.0067934
V02Q1940395,37.5389107,126.829309
V02Q1940394,37.63213319,127.0380993
V02Q1940393,37.53348826,127.0730061
V02Q1940392,37.53828664,127.0923968
V02Q1940391,37.5286168,127.0851212
V02Q1940390,37.65472878,127.047743
V02Q1940389,37.49774248,126.9238296
V02Q1940388,37.6040284,127.009922
V02Q1940387,37.54005404,127.0709793
V02Q1940386,37.61589809,127.0341603
V02Q1940385,37.57780973,126.9052856
V02Q1940384,37.48591285,126.975187
V02Q1940383,37.53328566,127.0656475
V02Q1940382,37.48206626,126.969679
V02Q1940381,37.60160929,127.016721
V02Q1940380,37.47160463,127.0409436
V02Q1940379,37.61420241,127.0436659
V02Q1940378,37.63115555,127.016796
V02Q1940377,37.59483691,126.9245487
V02Q1940376,37.54530451,127.136675
V02Q1940375,37.49171276,126.9248262
V02Q1940374,37.46431817,126.8972355
V02Q1940373,37.58993857,126.9172919
V02Q1940372,37.55406687,127.1278126
V02Q1940371,37.54667759,127.1034537
V02Q1940370,37.61961313,126.9321312
V02Q1940369,37.47432254,126.9024197
V02Q1940368,37.48326071,127.0349794
V02Q1940367,37.55439478,127.0200998
V02Q1940364,37.5166462,126.8628645
V02Q1940363,37.58137532,126.9343273
V02Q1940362,37.60337797,127.0241721
V02Q1940361,37.59797947,127.0107858
V02Q1940360,37.5568473,127.151357
V02Q1940359,37.54651703,127.14731
V02Q1940358,37.63898356,126.9188614
V02Q1940357,37.50376595,126.9609584
V02Q1940356,37.50454947,126.9674184
V02Q1940355,37.56074258,127.1642891
V02Q1940354,37.5347172,127.1299797
V02Q1940353,37.54651241,127.1525938
V02Q1940352,37.55362615,127.168193
V02Q1940351,37.59105394,127.0030069
V02Q1940350,37.55481129,127.1501862
V02Q1940349,37.53976817,127.129658
V02Q1940348,37.46022502,127.0172225
V02Q1940347,37.58442752,126.9052244
V02Q1940346,37.53438349,126.8379965
V02Q1940345,37.64917094,127.0352845
V02Q1940344,37.60580033,127.0255563
V02Q1940343,37.6187081,126.9165915
V02Q1940342,37.64807136,127.0290801
V02Q1940341,37.60413569,126.9147653
V02Q1940340,37.6255552,127.027215
V02Q1940339,37.62346645,126.9169061
V02Q1940338,37.66090623,127.0234002
V02Q1940337,37.59890825,126.9203089
V02Q1940336,37.61179964,126.909853
V02Q1940335,37.60774203,127.0413403
V02Q1940334,37.66563906,127.0400687
V02Q1940333,37.6260814,126.9277105
V02Q1940332,37.59765044,126.9120209
V02Q1940331,37.65050658,127.0334227
V02Q1940330,37.62778821,127.0193507
V02Q1940329,37.68050607,127.0445926
V02Q1940328,37.6033482,127.0293756
V02Q1940327,37.54225653,127.0851136
V02Q1940326,37.61408672,126.919837
V02Q1940325,37.68923847,127.0418795
V02Q1940324,37.65153612,127.0306318
V02Q1940323,37.64925173,127.0461124
V02Q1940322,37.59917241,127.0360274
V02Q1940321,37.54946832,127.1463394
V02Q1940320,37.64976759,127.0198914
V02Q1940319,37.50119264,126.9369607
V02Q1940318,37.50809775,126.9375878
V02Q1940317,37.60263144,126.930629
V02Q1940316,37.50479368,126.9407833
V02Q1940315,37.48391615,127.0575965
V02Q1940314,37.61856124,127.0228038
V02Q1940313,37.48553586,127.0874273
V02Q1940312,37.52282125,126.8584353
V02Q1940311,37.60067531,127.0819374
V02Q1940310,37.47984859,126.9854018
V02Q1940309,37.49373877,127.0423742
V02Q1940308,37.49412567,126.9868537
V02Q1940307,37.58537699,127.0954532
V02Q1940306,37.54244851,127.1257054
V02Q1940305,37.55314962,127.0805438
V02Q1940304,37.50407253,126.9518255
V02Q1940303,37.68923181,127.0467349
V02Q1940302,37.5595092,126.9718932
V02Q1940301,37.48911821,126.9805704
V02Q1940300,37.64378512,127.0194517
V02Q1940299,37.62112754,127.083296
V02Q1940298,37.67452443,127.0615699
V02Q1940297,37.49295621,126.9757603
V02Q1940296,37.51196987,126.9263022
V02Q1940295,37.50871275,126.9251675
V02Q1940294,37.54816059,127.0896827
V02Q1940293,37.47640069,127.0484893
V02Q1940292,37.49084809,126.9819441
V02Q1940291,37.62131475,127.0695087
V02Q1940290,37.62054243,127.0624632
V02Q1940289,37.48749956,126.9682384
V02Q1940288,37.54395677,126.9341213
V02Q1940287,37.53139333,126.8300752
V02Q1940286,37.56216619,127.0266823
V02Q1940285,37.55472248,126.9103629
V02Q1940284,37.58968413,127.0129202
V02Q1940283,37.58060195,127.0230302
V02Q1940282,37.5124908,127.0058762
V02Q1940281,37.66109165,127.0590435
V02Q1940280,37.56197559,127.0850326
V02Q1940278,37.5124009,126.9425468
V02Q1940277,37.59114395,127.0942268
V02Q1940276,37.58553822,127.0235089
V02Q1940275,37.68242403,127.0526781
V02Q1940274,37.50540849,127.0135006
V02Q1940273,37.51751212,127.0371336
V02Q1940272,37.47883954,126.9612446
V02Q1940271,37.56477838,127.1780401
V02Q1940270,37.54728698,127.0467402
V02Q1940269,37.47174062,126.9331557
V02Q1940268,37.50661107,126.9924396
V02Q1940267,37.65264925,127.0782396
V02Q1940266,37.62510077,127.0734884
V02Q1940265,37.64068531,127.0354737
V02Q1940264,37.67118144,127.0451551
V02Q1940263,37.56087438,127.0627473
V02Q1940262,37.48342803,126.9494608
V02Q1940261,37.54980884,127.0497702
V02Q1940260,37.46485258,126.9398992
V02Q1940259,37.5339278,126.8637928
V02Q1940258,37.562998,127.0284354
V02Q1940257,37.6395639,127.0605673
V02Q1940256,37.54368812,126.8877377
V02Q1940255,37.58276656,127.086701
V02Q1940254,37.63240065,127.0509471
V02Q1940253,37.65390832,127.0112019
V02Q1940252,37.57581922,127.0861478
V02Q1940251,37.52266609,126.8829153
V02Q1940250,37.589051,127.0808924
V02Q1940249,37.48095824,127.0003298
V02Q1940248,37.60115106,127.1007979
V02Q1940247,37.46756391,126.9081023
V02Q1940246,37.49937086,127.0727253
V02Q1940245,37.6737242,127.0505972
V02Q1940244,37.53272746,126.8933322
V02Q1940243,37.59335302,127.0809757
V02Q1940242,37.63944037,127.0425843
V02Q1940241,37.59998915,127.0870729
V02Q1940240,37.53206064,126.8317217
V02Q1940239,37.49344719,127.0569613
V02Q1940238,37.66475398,127.0633657
V02Q1940237,37.60508772,127.0997189
V02Q1940236,37.4881537,127.0394136
V02Q1940235,37.61254656,127.0734148
V02Q1940234,37.65816471,127.0684542
V02Q1940233,37.61355404,127.0814964
V02Q1940232,37.58503293,126.9818759
V02Q1940231,37.59267959,127.0747779
V02Q1940226,37.61544877,127.0646091
V02Q1940225,37.58597736,127.0883832
V02Q1940224,37.498641,127.0363378
V02Q1940223,37.51804607,126.893018
V02Q1940222,37.51828647,126.9105648
V02Q1940221,37.51891213,126.9077054
V02Q1940220,37.44953803,126.9147027
V02Q1940219,37.51165157,126.8957295
V02Q1940218,37.60984943,127.076301
V02Q1940217,37.51352713,126.9259171
V02Q1940216,37.65197881,127.0640439
V02Q1940215,37.6269977,127.0791231
V02Q1940210,37.66088375,127.0788592
V02Q1940209,37.55902487,127.0901207
V02Q1940208,37.61059826,126.9313528
V02Q1940207,37.61707714,127.0152725
V02Q1940206,37.609442,127.0341014
V02Q1940205,37.65946582,127.0379952
V02Q1940204,37.54669635,127.0720365
V02Q1940203,37.66932206,127.0323156
V02Q1940202,37.56011938,127.0795379
V02Q1940201,37.4832649,127.0130872
V02Q1940200,37.56850197,127.0801045
V02Q1940199,37.52030939,126.9104414
V02Q1940198,37.50001275,126.9108075
V02Q1940197,37.50705874,126.9070917
V02Q1940196,37.50989238,126.9205341
V02Q1940195,37.57867312,127.0863244
V02Q1940194,37.48280186,126.9795311
