시리얼,위도,경도
V02Q1940193,37.5311064,126.8499429
V02Q1940192,37.52224273,127.0534516
V02Q1940191,37.58540801,127.0790205
V02Q1940190,37.49653097,126.9824168
V02Q1940189,37.54175046,126.8515917
V02Q1940188,37.50213873,126.9051679
V02Q1940187,37.55295757,126.85136
V02Q1940186,37.50914671,126.9109582
V02Q1940185,37.50965994,126.8961724
V02Q1940184,37.51419781,126.909457
V02Q1940183,37.64774288,127.0811226
V02Q1940182,37.53237894,126.8553371
V02Q1940181,37.52757708,126.843082
V02Q1940180,37.53803771,126.8628336
V02Q1940179,37.54386703,126.8476199
V02Q1940178,37.52105313,127.0194561
V02Q1940177,37.50227825,127.0539647
V02Q1940176,37.50618001,126.9214383
V02Q1940175,37.52778814,127.0467992
V02Q1940174,37.52416526,126.8870815
V02Q1940173,37.53400973,126.8610668
V02Q1940172,37.5740326,127.0893262
V02Q1940171,37.52413002,126.8986049
V02Q1940170,37.52173841,126.8966833
V02Q1940169,37.4965129,126.906686
V02Q1940168,37.51493903,126.8969879
V02Q1940167,37.54481973,126.8358435
V02Q1940166,37.55785223,126.849018
V02Q1940165,37.49689198,126.8437271
V02Q1940164,37.48858687,127.0679878
V02Q1940163,37.55938828,126.8098556
V02Q1940162,37.53059931,126.8405692
V02Q1940161,37.52634275,127.0374614
V02Q1940160,37.64791875,127.0124561
V02Q1940159,37.59769087,127.0728232
V02Q1940158,37.50280638,126.9904971
V02Q1940157,37.63164114,127.0674542
V02Q1940156,37.56667486,127.0455215
V02Q1940155,37.60595357,127.094129
V02Q1940154,37.64215881,127.0698698
V02Q1940153,37.67980645,127.0630595
V02Q1940152,37.50653959,127.0457279
V02Q1940151,37.67916022,127.0520828
V02Q1940150,37.6441667,127.0606867
V02Q1940149,37.48506055,127.044068
V02Q1940148,37.4999898,126.987037
V02Q1940147,37.61308658,127.0617154
V02Q1940146,37.66254305,127.0693112
V02Q1940145,37.51402419,127.0216812
V02Q1940144,37.48255634,126.9946044
V02Q1940143,37.60585332,127.0497384
V02Q1940142,37.55054502,127.1278725
V02Q1940141,37.49760629,127.0013841
V02Q1940140,37.50248471,126.8510405
V02Q1940139,37.64376606,126.9245654
V02Q1940138,37.55763712,126.9392536
V02Q1940137,37.62731949,127.0271506
V02Q1940136,37.48946749,126.8848394
V02Q1940135,37.69099122,127.0423735
V02Q1940134,37.55579789,127.0758197
V02Q1940133,37.53685591,126.8948496
V02Q1940132,37.64010401,127.0729861
V02Q1940131,37.59448521,127.0211958
V02Q1940130,37.56124878,126.8596643
V02Q1940129,37.49765571,127.0743987
V02Q1940128,37.67410962,127.0818401
V02Q1940127,37.53620112,126.9012217
V02Q1940126,37.57836214,126.8159088
V02Q1940125,37.56267922,126.8086245
V02Q1940124,37.55338226,126.8325758
V02Q1940123,37.49489912,127.0618427
V02Q1940122,37.58571599,127.0479117
V02Q1940121,37.49694974,126.8977171
V02Q1940120,37.57946643,127.0724464
V02Q1940119,37.57014257,127.072957
V02Q1940118,37.58238909,127.0314924
V02Q1940117,37.50853713,127.0871417
V02Q1940116,37.57554443,127.023874
V02Q1940115,37.59804281,127.0655573
V02Q1940114,37.56929679,126.8427325
V02Q1940113,37.55450397,126.8741754
V02Q1940112,37.55650451,127.0711935
V02Q1940111,37.50929949,126.8783801
V02Q1940110,37.51829065,126.9329653
V02Q1940109,37.59078005,127.0671123
V02Q1940108,37.60344403,127.0655316
V02Q1940107,37.62077412,127.0123532
V02Q1940106,37.57758084,127.0471936
V02Q1940105,37.57287575,126.8151904
V02Q1940104,37.55515562,126.858558
V02Q1940103,37.57904271,126.8184922
V02Q1940102,37.48083459,127.0809688
V02Q1940101,37.57335724,127.0325399
V02Q1940100,37.49497896,127.0931442
V02Q1940099,37.5905138,127.0569302
V02Q1940098,37.48676489,127.1018579
V02Q1940097,37.58522784,127.0655327
V02Q1940096,37.56298757,127.0595872
V02Q1940095,37.53291626,126.8683909
V02Q1940094,37.46682943,127.1088929
V02Q1940093,37.57784085,126.818892
V02Q1940092,37.57114055,127.0645218
V02Q1940091,37.656045,127.0437189
V02Q1940090,37.49167186,126.8231311
V02Q1940089,37.59192024,127.0546253
V02Q1940088,37.56782032,127.0525347
V02Q1940087,37.61570454,127.0588487
V02Q1940086,37.49775403,126.8633107
V02Q1940085,37.56833563,127.0658885
V02Q1940084,37.57837517,127.0624354
V02Q1940083,37.49137096,126.8607797
V02Q1940082,37.49550759,127.0857485
V02Q1940081,37.57132426,127.0510025
V02Q1940080,37.51310182,127.0458183
V02Q1940079,37.49410245,127.0822094
V02Q1940078,37.54254621,126.8403227
V02Q1940077,37.49095208,126.8965606
V02Q1940076,37.62202353,127.0774806
V02Q1940075,37.66738408,127.0534565
V02Q1940074,37.52031382,126.8969952
V02Q1940073,37.49382607,126.8840768
V02Q1940072,37.55183644,126.8458607
V02Q1940071,37.53623879,126.8242707
V02Q1940070,37.48683268,126.8237121
V02Q1940069,37.54980487,126.8702252
V02Q1940067,37.4543351,127.0618843
V02Q1940066,37.56721931,126.8475165
V02Q1940065,37.50568303,126.8586102
V02Q1940064,37.61107942,127.0555166
V02Q1940063,37.51606159,127.0618801
V02Q1940062,37.54882399,126.8434758
V02Q1940061,37.50527996,126.8746217
V02Q1940060,37.48339724,127.0862339
V02Q1940059,37.48952988,127.0753463
V02Q1940058,37.57977525,127.0620252
V02Q1940057,37.50526429,126.8451274
V02Q1940056,37.48743033,126.8385274
V02Q1940055,37.50111379,126.8923967
V02Q1940054,37.49049118,126.8553777
V02Q1940053,37.56504075,126.9788859
V02Q1940052,37.48718079,126.8896263
V02Q1940051,37.48455732,126.8537096
V02Q1940050,37.49954171,126.8507733
V02Q1940049,37.57668991,127.0362773
V02Q1940047,37.48214478,126.8893389
V02Q1940046,37.49440262,126.8314721
V02Q1940045,37.48958795,126.8764395
V02Q1940044,37.49183115,126.8891554
V02Q1940043,37.49002864,126.8835537
